Longitude,Latitude,Roadsegment
-8.624601,41.159223,208980
-8.624547,41.159295,208979
-8.624673,41.159466,208977
-8.624367,41.159916,208041
-8.624331,41.159844,208041
-8.624367,41.159925,208041
-8.624565,41.159871,208041
-8.624196,41.158962,208983
-8.631666,41.158386,288427
-8.630793,41.158251,288427
-8.630325,41.158143,276264
-8.62965,41.157063,276256
-8.629614,41.15646,2934
-8.627706,41.155749,80868
-8.628408,41.156703,80864
-8.628417,41.156802,80864
-8.628111,41.157459,276274
-8.62803,41.157612,276278
-8.627976,41.157945,276266
-8.628876,41.158818,276276
-8.630109,41.158422,276246
-8.631522,41.158323,288427
-8.634033,41.158719,164195
-8.623737,41.157162,80862
-8.625627,41.157504,2951
-8.625816,41.157504,2951
-8.625933,41.157486,2951
-8.627769,41.155686,127916
-8.62821,41.156298,80864
-8.628453,41.156676,80864
-8.628111,41.157297,276274
-8.627949,41.157945,276266
-8.627328,41.158674,2653
-8.626131,41.159214,2652
-8.624988,41.159709,2652
-8.624583,41.159871,208041
-8.623665,41.160168,208041
-8.627643,41.157567,2966
-8.627832,41.157585,2964
-8.628021,41.158089,274019
-8.628039,41.158206,274019
-8.628561,41.158836,134548
-8.629002,41.158989,136782
-8.629434,41.158908,276242
-8.629992,41.15862,276245
-8.630343,41.158107,276265
-8.630037,41.157252,276254
-8.629596,41.157018,276257
-8.629497,41.156847,208934
-8.623413,41.156829,80862
-8.62353,41.15691,80862
-8.623809,41.156973,80862
-8.625303,41.157171,2971
-8.626887,41.157441,2967
-8.627589,41.157567,2966
-8.627706,41.157567,2966
-8.62785,41.157747,276279
-8.627886,41.157819,276280
-8.628579,41.158602,278840
-8.628372,41.160114,148169
-8.628768,41.159673,136780
-8.629056,41.158944,136783
-8.629641,41.158818,276243
-8.630154,41.15853,276246
-8.630325,41.158089,276265
-8.630253,41.157414,276253
-8.629587,41.157009,276257
-8.629542,41.156784,208935
-8.629641,41.156244,2934
-8.623692,41.157081,80862
-8.625474,41.157369,2951
-8.626968,41.157657,2952
-8.627418,41.15772,2952
-8.627805,41.157738,2954
-8.627913,41.157711,2955
-8.628012,41.158206,276268
-8.62803,41.158494,134544
-8.628822,41.158908,148166
-8.628579,41.159961,148168
-8.627724,41.156028,80864
-8.627841,41.156334,80864
-8.628138,41.156622,80864
-8.628336,41.15691,80864
-8.627841,41.156334,80864
-8.628138,41.156622,80864
-8.628336,41.15691,80864
-8.628444,41.156847,80864
-8.628489,41.157333,250666
-8.628039,41.157819,250670
-8.628489,41.158332,274035
-8.628579,41.159475,148168
-8.628525,41.156892,80864
-8.628138,41.157486,274013
-8.628021,41.157666,274015
-8.627922,41.157918,276266
-8.628354,41.158656,134546
-8.628786,41.15934,148168
-8.628615,41.159889,148168
-8.630577,41.159556,156181
-8.630145,41.158962,156185
-8.630037,41.158836,156185
-8.629965,41.158782,156186
-8.629848,41.158665,276245
-8.630478,41.15817,231194
-8.632422,41.158467,288431
-8.62866,41.159952,136780
-8.629191,41.158908,276241
-8.629533,41.158845,276243
-8.62992,41.158692,276245
-8.630325,41.157621,276251
-8.629704,41.157036,276256
-8.62965,41.156127,2935
-8.633979,41.157504,48899
-8.632773,41.1579,48894
-8.63253,41.157792,259926
-8.631657,41.156838,259927
-8.631171,41.156784,10198
-8.630442,41.157144,10197
-8.63037,41.157225,10197
-8.630028,41.157171,276255
-8.628696,41.157063,274010
-8.62839,41.157234,274012
-8.627895,41.158134,276268
-8.627931,41.158314,276269
-8.625879,41.157306,2971
-8.625771,41.157279,2971
-8.625735,41.15736,2971
-8.625195,41.157243,2971
-8.624709,41.157693,3587
-8.62434,41.158854,3587
-8.624205,41.159025,16854
-8.628363,41.156757,80864
-8.628048,41.157594,274014
-8.628129,41.158188,250673
-8.629785,41.158791,276244
-8.631126,41.158332,288427
-8.63361,41.158755,288419
-8.628678,41.15682,80864
-8.624322,41.157045,2949
-8.626329,41.15745,2951
-8.62704,41.157558,2952
-8.627427,41.15763,2952
-8.627598,41.157747,2952
-8.627985,41.158188,276268
-8.628129,41.158485,134544
-8.629389,41.158701,250688
-8.629443,41.158809,250688
-8.629569,41.158809,250689
-8.630172,41.15826,250696
-8.630235,41.157756,250699
-8.62992,41.157216,276255
-8.629569,41.156991,276257
-8.629641,41.15592,2936
-8.624736,41.159646,208975
-8.62407,41.158854,208983
-8.623566,41.158053,53210
-8.623719,41.157261,53210
-8.623989,41.157054,80863
-8.624376,41.157117,12223
-8.624673,41.15718,12223
-8.625006,41.156964,10812
-8.625312,41.155857,10813
-8.623395,41.155713,10799
-8.623818,41.157099,80862
-8.625681,41.157432,2951
-8.626959,41.157603,2952
-8.627571,41.157702,2952
-8.627949,41.157846,2959
-8.62794,41.157999,276267
-8.628615,41.158827,134548
-8.629128,41.158917,276241
-8.629578,41.158827,276243
-8.630199,41.158278,276247
-8.629524,41.157018,276257
-8.62893,41.156964,276261
-8.628327,41.157108,276271
-8.627715,41.157576,2966
-8.627931,41.157711,276278
-8.627922,41.158395,2653
-8.62749,41.15862,2653
-8.626023,41.159259,2652
-8.624979,41.159718,2652
-8.624664,41.159655,208975
-8.623746,41.158701,208984
-8.624529,41.159169,208981
-8.623719,41.158575,208984
-8.627949,41.156316,80864
-8.62839,41.156955,80865
-8.628489,41.157144,274011
-8.628066,41.157657,274015
-8.628363,41.158287,274036
-8.62992,41.158638,276245
-8.630802,41.15826,288427
-8.632764,41.158737,288432
-8.623557,41.158683,208984
-8.624466,41.159142,208981
-8.624619,41.160087,229911
-8.627679,41.15592,80864
-8.628291,41.156658,80864
-8.628309,41.156784,80864
-8.628192,41.157216,276273
-8.628039,41.157612,276278
-8.628246,41.158404,274033
-8.629254,41.158719,225308
-8.629533,41.158737,250682
-8.63001,41.158584,276245
-8.630316,41.157837,276250
-8.629758,41.157108,276256
-8.629623,41.157153,276256
-8.629461,41.156856,208934
-8.629614,41.156343,2934
-8.63082,41.160051,142763
-8.629857,41.158701,156186
-8.630397,41.157873,276249
-8.629866,41.157171,276255
-8.629569,41.156658,208935
-8.629803,41.155956,2936
-8.624322,41.160006,208041
-8.624304,41.159898,208041
-8.62443,41.159844,208041
-8.625735,41.159349,2652
-8.627688,41.158575,2653
-8.628075,41.15844,134544
-8.629704,41.158872,276243
-8.630172,41.158476,276246
-8.630226,41.158404,276247
-8.630262,41.158197,276264
-8.623809,41.157171,53210
-8.625708,41.157423,2951
-8.627238,41.157666,2952
-8.627544,41.15772,2952
-8.627922,41.158035,276267
-8.628561,41.158845,134548
-8.628642,41.15979,148168
-8.63226,41.158386,288425
-8.630991,41.158161,288426
-8.630397,41.15781,276250
-8.629083,41.156964,276260
-8.628561,41.157108,276271
-8.628021,41.158314,276269
-8.62659,41.159106,2652
-8.625033,41.159808,2652
-8.624889,41.159871,2652
-8.630262,41.159232,156182
-8.630001,41.158863,156185
-8.630226,41.158269,276264
-8.630073,41.157306,189270
-8.628498,41.157153,274011
-8.627967,41.157729,225395
-8.627679,41.15853,2653
-8.627022,41.158863,2652
-8.628462,41.157018,80865
-8.628003,41.157639,276278
-8.627931,41.158116,276268
-8.628867,41.15907,148168
-8.628102,41.156478,80864
-8.628507,41.156865,80864
-8.628615,41.156856,276263
-8.628246,41.157414,274013
-8.627958,41.157729,225395
-8.628111,41.158422,134544
-8.628804,41.159241,148168
-8.628417,41.157522,225380
-8.628255,41.157459,225385
-8.628012,41.158278,274020
-8.62884,41.15898,148167
-8.628552,41.160078,148169
-8.632458,41.158512,288431
-8.632098,41.158494,288430
-8.630883,41.158341,288427
-8.630622,41.15835,231194
-8.630568,41.158413,231194
-8.630055,41.157531,276252
-8.628327,41.156613,80864
-8.632881,41.158242,131992
-8.631702,41.156919,259927
-8.630775,41.156991,10197
-8.630208,41.15727,10195
-8.629398,41.156991,276257
-8.628003,41.156397,80864
-8.62794,41.155965,80864
-8.628372,41.156658,80864
-8.628309,41.156721,80864
-8.628579,41.157081,189274
-8.628192,41.157333,276274
-8.628084,41.157396,276274
-8.627949,41.157765,276279
-8.628633,41.158791,134548
-8.628705,41.15961,148168
-8.628498,41.160141,148169
-8.628327,41.157549,250667
-8.628246,41.157603,250667
-8.628111,41.158467,134544
-8.62965,41.1588,276243
-8.630244,41.157774,250699
-8.629488,41.156964,208934
-8.62974,41.155893,2937
-8.623647,41.158827,208984
-8.624421,41.159268,208980
-8.624574,41.159574,208975
-8.624115,41.159988,208041
-8.624403,41.159925,208041
-8.628687,41.159844,136780
-8.628795,41.159502,136780
-8.628957,41.158998,136781
-8.629551,41.158836,276243
-8.630703,41.158251,288427
-8.632719,41.158602,288431
-8.633844,41.158782,288419
-8.624295,41.157126,2949
-8.625843,41.157405,2951
-8.626239,41.157477,2951
-8.626779,41.157558,2952
-8.626968,41.157567,2952
-8.627193,41.157603,2952
-8.627139,41.157729,2952
-8.627085,41.157855,2952
-8.627949,41.157846,2959
-8.628111,41.158323,276270
-8.629083,41.158809,276277
-8.629173,41.158863,276241
-8.629443,41.158863,276242
-8.629641,41.158818,276243
-8.630244,41.158314,276247
-8.630289,41.157675,276251
-8.630226,41.157486,276252
-8.630937,41.15709,10197
-8.631567,41.156928,259927
-8.632314,41.157612,259926
-8.6328,41.158116,131992
-8.632989,41.158278,131992
-8.633097,41.158431,259932
-8.633538,41.158728,288419
-8.629902,41.158683,156186
-8.630001,41.158494,250694
-8.630289,41.157792,250699
-8.629434,41.156712,208935
-8.624394,41.159907,208041
-8.62452,41.159889,208041
-8.624718,41.159646,208975
-8.623809,41.158737,208984
-8.623791,41.157585,53210
-8.624754,41.15718,12223
-8.625195,41.156433,10813
-8.626491,41.155893,53219
-8.623908,41.157099,80863
-8.626176,41.157495,2951
-8.62785,41.157765,2955
-8.627976,41.15817,276268
-8.628966,41.158872,276277
-8.629443,41.158845,276242
-8.62974,41.158737,276244
-8.630046,41.15853,276246
-8.630829,41.158251,288427
-8.633088,41.15862,288418
-8.628156,41.156604,80864
-8.628363,41.156865,80864
-8.628408,41.157072,276271
-8.627976,41.157639,276278
-8.628309,41.158494,134546
-8.628588,41.159862,148168
-8.633178,41.158602,288418
-8.632017,41.158404,288429
-8.630757,41.158251,288427
-8.630676,41.158359,288427
-8.630685,41.158449,288427
-8.630127,41.157828,276250
-8.630154,41.157144,276254
-8.629524,41.156946,276257
-8.627823,41.157333,276274
-8.627904,41.157522,2960
-8.62659,41.157459,2968
-8.624853,41.157099,10812
-8.625222,41.15583,10813
-8.630163,41.157576,276251
-8.630406,41.157216,10197
-8.631324,41.156829,10202
-8.632062,41.15727,259927
-8.632737,41.157999,259925
-8.633349,41.158521,164196
-8.63316,41.158809,52556
-8.632818,41.159853,52556
-8.627427,41.155668,80866
-8.627391,41.155749,289697
-8.627301,41.155839,289697
-8.627238,41.155911,289697
-8.62731,41.155848,289697
-8.627292,41.155956,289697
-8.626032,41.155632,53222
-8.62614,41.155641,53222
-8.626347,41.155857,273139
-8.627778,41.157504,2965
-8.627985,41.157621,276278
-8.628057,41.157846,274017
-8.628417,41.158602,134546
-8.628777,41.159304,148168
-8.627904,41.15772,276279
-8.628003,41.158143,276268
-8.627823,41.158521,2653
-8.626536,41.159115,2652
-8.624925,41.159808,2652
-8.624781,41.159934,2652
-8.628183,41.157279,276273
-8.628012,41.157531,276275
-8.627958,41.158053,276267
-8.627832,41.158296,2653
-8.625276,41.159484,2652
-8.625006,41.159772,2652
-8.624295,41.159889,208041
-8.623458,41.158593,208984
-8.624682,41.159619,208975
-8.624691,41.159709,208974
-8.624754,41.159835,208974
-8.63316,41.158854,52556
-8.632764,41.159988,52557
-8.633403,41.158584,164196
-8.632728,41.158044,259925
-8.631837,41.157045,259927
-8.631198,41.156712,10199
-8.630235,41.157234,10196
-8.629884,41.157063,276255
-8.629632,41.157027,276256
-8.629443,41.156982,276257
-8.628849,41.156973,276261
-8.628444,41.157126,276271
-8.628003,41.157558,276275
-8.626779,41.157531,2967
-8.625177,41.157216,2971
-8.624898,41.157225,128158
-8.624646,41.158089,3587
-8.624331,41.158962,3587
-8.624052,41.159115,16855
-8.62785,41.156208,80864
-8.628561,41.15709,189274
-8.628048,41.157603,274014
-8.628678,41.158755,134548
-8.630298,41.158233,276264
-8.630595,41.157171,10197
-8.631702,41.15691,259927
-8.632701,41.158008,259925
-8.633925,41.158719,164195
-8.62344,41.158521,208985
-8.624673,41.1597,208974
-8.624925,41.159853,2652
-8.624952,41.159781,2652
-8.628219,41.157558,250667
-8.628291,41.15763,250667
-8.627229,41.15772,2952
-8.626653,41.15754,2952
-8.626446,41.15745,2951
-8.626221,41.157432,2951
-8.626041,41.157441,2951
-8.6256,41.157306,2951
-8.625213,41.157216,2951
-8.625069,41.156649,10812
-8.623683,41.155605,10797
-8.623458,41.155722,10798
-8.624592,41.157153,2949
-8.627229,41.157621,2952
-8.628057,41.158179,276268
-8.629533,41.158836,276243
-8.630991,41.158305,288427
-8.633493,41.158719,288419
-8.62821,41.157684,225393
-8.628084,41.157999,225357
-8.628912,41.158908,148166
-8.628579,41.160132,148169
-8.633601,41.158719,288419
-8.632395,41.158485,288425
-8.63118,41.158242,288426
-8.630739,41.15817,288426
-8.630622,41.158143,288433
-8.629938,41.157252,250705
-8.62956,41.157108,250708
-8.628462,41.157207,276271
-8.62767,41.157675,2966
-8.625582,41.157351,2971
-8.62506,41.157225,2971
-8.625123,41.15628,10813
-8.630604,41.159592,156181
-8.629983,41.158872,156185
-8.630163,41.158242,250696
-8.629461,41.157,274004
-8.628849,41.156829,276261
-8.628255,41.156595,80864
-8.623197,41.156937,80862
-8.62497,41.157243,2951
-8.626743,41.157558,2952
-8.627958,41.157756,2956
-8.628183,41.158467,134545
-8.629335,41.15889,276242
-8.630145,41.158503,276246
-8.631666,41.158377,288427
-8.633889,41.158746,288419
-8.627967,41.156316,80864
-8.628174,41.156586,80864
-8.628345,41.156874,80864
-8.628066,41.157387,276274
-8.628048,41.157477,276274
-8.628021,41.158188,276268
-8.628876,41.15898,148167
-8.628822,41.159196,148168
-8.628795,41.159178,136780
-8.629101,41.15889,136783
-8.629749,41.158674,276244
-8.630307,41.158233,231189
-8.631549,41.158314,288427
-8.633421,41.15862,288419
-8.627616,41.157684,2952
-8.627715,41.157747,2952
-8.627877,41.157774,2956
-8.627949,41.158125,276268
-8.627976,41.158305,276269
-8.626572,41.159052,2652
-8.624952,41.159781,2652
-8.624844,41.159781,2652
-8.624268,41.159988,208041
-8.628363,41.156838,80864
-8.628507,41.156946,80865
-8.628057,41.157666,274015
-8.62812,41.158287,274020
-8.628759,41.159358,148168
-8.628084,41.15592,80846
-8.628633,41.156901,80865
-8.628597,41.157036,276263
-8.628066,41.157693,274015
-8.628048,41.157891,250670
-8.628885,41.158746,274028
-8.630154,41.158467,276246
-8.631621,41.15835,288427
-8.633682,41.158701,288419
-8.627661,41.157774,2952
-8.627913,41.157954,276267
-8.627922,41.158206,276268
-8.627985,41.158332,276269
-8.627571,41.15862,2653
-8.626293,41.159142,2652
-8.624574,41.15988,208041
-8.633151,41.158557,164198
-8.631135,41.158206,288426
-8.630874,41.15817,288426
-8.630298,41.157657,276251
-8.629704,41.157063,276256
-8.629155,41.156928,276260
-8.628552,41.156919,80865
-8.62749,41.155623,80866
-8.623485,41.157,80862
-8.623584,41.157045,80862
-8.624709,41.157234,2949
-8.625195,41.157333,2951
-8.630928,41.160168,142763
-8.630271,41.159286,156182
-8.630145,41.159115,156184
-8.629857,41.158701,156186
-8.629947,41.15862,276245
-8.630298,41.158035,276265
-8.629947,41.157234,276255
-8.629092,41.156982,276260
-8.62821,41.156622,80864
-8.627607,41.155938,80864
-8.628894,41.159133,136780
-8.629173,41.158845,276241
-8.629857,41.158494,276245
-8.63118,41.158287,288427
-8.632872,41.158674,288432
-8.628687,41.155875,254815
-8.629047,41.156514,254821
-8.629524,41.156523,2934
-8.629614,41.156361,2934
-8.629488,41.156352,2934
-8.630532,41.159592,156181
-8.629974,41.1588,156186
-8.630253,41.157594,276251
-8.631225,41.15682,10199
-8.632431,41.157738,259926
-8.633808,41.158782,288419
-8.627517,41.155749,80868
-8.628327,41.15664,80864
-8.628471,41.156838,80864
-8.628408,41.15709,276271
-8.628093,41.157459,276274
-8.628012,41.157738,276279
-8.62794,41.158017,276267
-8.628768,41.159052,148168
-8.628597,41.159817,148168
-8.628444,41.157333,274012
-8.628291,41.157423,274013
-8.628084,41.157594,274014
-8.627877,41.158314,276269
-8.626896,41.158926,2652
-8.625618,41.159538,2652
-8.625339,41.159565,2652
-8.624529,41.15988,208041
-8.630586,41.159592,156181
-8.629983,41.158836,156185
-8.630145,41.158413,276246
-8.630118,41.15736,276253
-8.629155,41.156991,276260
-8.628525,41.156946,80865
-8.627868,41.156163,80864
-8.628309,41.157315,274012
-8.627805,41.157675,2953
-8.625654,41.157459,2951
-8.625393,41.157378,2951
-8.624925,41.15691,10812
-8.625132,41.156172,10813
-8.624943,41.155731,11479
-8.623917,41.155668,10795
-8.623179,41.155803,10801
-8.628282,41.156577,80864
-8.628498,41.156784,80864
-8.62839,41.157144,276271
-8.628075,41.157387,276274
-8.627895,41.157612,276278
-8.628291,41.158611,134546
-8.628741,41.159295,148168
-8.628543,41.156658,80864
-8.62812,41.157117,276272
-8.628948,41.15808,189286
-8.628489,41.160015,148169
-8.627733,41.157666,2966
-8.627868,41.157702,276278
-8.625096,41.159493,2652
-8.624529,41.159835,208041
-8.623602,41.157018,80862
-8.62479,41.157243,2950
-8.625735,41.15736,2951
-8.625825,41.157423,2951
-8.626095,41.157459,2951
-8.626185,41.157495,2951
-8.626401,41.157522,2951
-8.626698,41.157558,2952
-8.626806,41.157549,2952
-8.627796,41.157747,2954
-8.628066,41.158008,276267
-8.628336,41.158665,134546
-8.628741,41.158818,134549
-8.630055,41.158521,276246
-8.630487,41.158206,231194
-8.631954,41.15844,288429
-8.63334,41.15871,288419
-8.633988,41.158773,288419
-8.624556,41.157162,2949
-8.626752,41.157585,2952
-8.627958,41.157837,2958
-8.628453,41.158557,278838
-8.628984,41.158836,250685
-8.629443,41.158773,250688
-8.630037,41.158539,276246
-8.630343,41.158026,276265
-8.630289,41.157459,276252
-8.630712,41.157216,10197
-8.631423,41.157,259927
-8.632656,41.158062,259925
-8.63298,41.158395,259929
-8.633142,41.15853,259934
-8.627616,41.155929,80864
-8.628408,41.156919,80864
-8.628453,41.157036,276271
-8.627985,41.157684,276278
-8.628165,41.158458,134544
-8.628714,41.158872,134549
-8.630163,41.158386,276247
-8.63028,41.15826,231188
-8.628327,41.157351,274012
-8.628192,41.157504,274013
-8.62695,41.15754,2967
-8.625645,41.157315,2971
-8.625105,41.157189,2971
-8.625204,41.156271,10813
-8.624709,41.160159,229911
-8.624574,41.159223,208980
-8.623242,41.15844,208986
-8.627904,41.15565,80870
-8.628246,41.156586,80864
-8.628507,41.156946,80865
-8.62812,41.157486,274013
-8.628228,41.158278,250672
-8.628768,41.159502,148168
-8.623719,41.158782,208984
-8.62461,41.159682,208975
-8.624646,41.159835,208974
-8.624781,41.160033,276584
-8.623962,41.158827,208983
-8.628255,41.15763,250667
-8.628237,41.157558,250667
-8.628021,41.158125,274019
-8.627229,41.158836,2652
-8.625366,41.159628,2652
-8.624952,41.159781,2652
-8.624565,41.159889,208041
-8.627787,41.156118,80864
-8.628417,41.156919,80864
-8.628273,41.157306,276273
-8.627913,41.157828,276280
-8.628705,41.158845,134548
-8.630271,41.158323,276247
-8.63244,41.158539,288431
-8.627931,41.157639,276278
-8.627742,41.157792,276280
-8.628039,41.157855,274017
-8.628048,41.157963,274018
-8.628057,41.158143,274019
-8.628939,41.158809,276276
-8.629488,41.158845,276242
-8.630217,41.158314,276247
-8.631612,41.158377,288427
-8.633592,41.158701,288419
-8.628426,41.155659,83171
-8.628885,41.156415,254819
-8.629272,41.156622,254821
-8.629542,41.15646,2934
-8.629623,41.156352,2934
-8.62776,41.155875,80864
-8.628228,41.156721,80864
-8.628111,41.157729,274015
-8.628624,41.158845,134548
-8.631045,41.160159,142763
-8.631126,41.160069,142763
-8.631207,41.160015,142763
-8.627679,41.155794,80864
-8.628579,41.156874,80865
-8.628156,41.157477,274013
-8.628255,41.157882,250669
-8.628246,41.158494,134545
-8.623935,41.158827,208983
-8.624691,41.159754,208974
-8.627418,41.155614,289720
-8.628147,41.156676,80864
-8.628354,41.156865,80864
-8.628084,41.15745,276274
-8.628021,41.157558,276275
-8.628012,41.158035,276267
-8.628768,41.159043,148168
-8.630109,41.158935,156185
-8.62992,41.158665,156186
-8.630199,41.158035,250697
-8.629506,41.157036,274004
-8.62839,41.156757,80864
-8.629992,41.15736,250704
-8.629866,41.157216,250705
-8.628552,41.157036,80865
-8.627868,41.156127,80864
-8.627814,41.155992,80864
-8.628651,41.160168,136779
-8.628975,41.159124,136780
-8.629236,41.158881,276241
-8.629452,41.158818,276242
-8.630343,41.157621,276251
-8.629344,41.156973,276258
-8.628336,41.156523,80864
-8.627688,41.155992,80864
-8.62812,41.157477,276274
-8.62794,41.157945,276266
-8.628669,41.159124,148168
-8.628246,41.156667,80864
-8.628354,41.157315,274012
-8.628021,41.157882,250670
-8.629488,41.158746,225290
-8.630919,41.158224,288427
-8.633223,41.158782,52556
-8.627355,41.155632,289717
-8.627616,41.156001,80864
-8.627751,41.156217,80864
-8.62785,41.156199,80864
-8.627949,41.15619,80864
-8.628138,41.156469,80864
-8.628183,41.156577,80864
-8.628354,41.156892,80864
-8.628417,41.156982,80865
-8.628282,41.157288,276273
-8.628084,41.157441,276274
-8.627949,41.157585,276278
-8.628021,41.158206,276268
-8.629299,41.158809,250687
-8.630208,41.158485,250694
-8.630136,41.157729,225318
-8.629623,41.157108,250707
-8.629479,41.156145,2934
-8.629758,41.155749,2938
-8.627715,41.157756,2952
-8.627976,41.157981,276267
-8.627985,41.158341,276270
-8.627157,41.158755,2652
-8.625213,41.159673,2652
-8.624871,41.159826,2652
-8.623674,41.160159,208041
-8.623737,41.155614,10797
-8.623431,41.155767,10799
-8.628228,41.15745,274013
-8.628147,41.1579,250669
-8.629758,41.158692,250690
-8.630055,41.157297,276254
-8.629506,41.156568,208935
-8.629902,41.155641,2940
-8.629956,41.158881,156185
-8.630235,41.15826,276264
-8.630361,41.157981,276248
-8.629758,41.157081,276256
-8.6292,41.156919,276259
-8.62866,41.156991,276263
-8.628282,41.15664,80864
-8.628453,41.156766,80864
-8.628552,41.156802,80864
-8.628561,41.157117,274011
-8.62803,41.157576,274014
-8.628219,41.158368,274022
-8.628723,41.159358,148168
-8.624664,41.15952,208976
-8.623557,41.158629,208984
-8.628831,41.15934,136780
-8.62911,41.158899,136783
-8.629443,41.158827,276242
-8.630145,41.158314,250695
-8.629803,41.157171,250706
-8.628507,41.157225,274012
-8.627913,41.157594,2962
-8.626644,41.157468,2968
-8.624925,41.157117,10812
-8.625195,41.156253,10813
-8.628399,41.156856,80864
-8.62803,41.157873,250670
-8.628471,41.158224,278829
-8.628318,41.160123,148169
-8.630613,41.159655,142764
-8.630028,41.158863,156185
-8.63019,41.158395,276247
-8.630019,41.157216,276254
-8.628849,41.157009,276261
-8.628624,41.157009,276263
-8.628255,41.156613,80864
-8.623899,41.160195,208041
-8.624547,41.159979,208041
-8.627769,41.156019,80864
-8.628471,41.156874,80864
-8.628552,41.15682,80864
-8.62839,41.157234,276272
-8.627445,41.157594,2966
-8.62542,41.157288,2971
-8.625105,41.157225,2971
-8.625033,41.157153,2971
-8.624943,41.157207,128158
-8.624601,41.158152,3587
-8.624259,41.158935,3587
-8.623512,41.158197,53210
-8.633007,41.158548,164198
-8.631036,41.158251,288426
-8.630775,41.158188,288426
-8.630802,41.158116,288426
-8.630397,41.157711,276250
-8.629542,41.156748,208935
-8.624709,41.160096,229911
-8.624718,41.159835,208974
-8.623602,41.158683,208984
-8.624313,41.15907,208982
-8.624619,41.159448,208977
-8.624664,41.159574,208975
-8.624673,41.159682,208975
-8.633799,41.158764,288419
-8.632197,41.15844,288425
-8.630775,41.158197,288426
-8.630361,41.157882,276249
-8.629848,41.157135,276255
-8.628759,41.15736,274041
-8.633637,41.158863,288419
-8.632899,41.159934,52557
-8.630937,41.160078,142763
-8.630442,41.159403,156182
-8.630217,41.158917,156185
-8.630244,41.158404,276247
-8.630145,41.157432,276253
-8.629461,41.157045,274004
-8.627931,41.158053,274018
-8.625681,41.159358,2652
-8.624745,41.159844,2652
-8.628246,41.157315,276273
-8.627976,41.157594,2960
-8.626563,41.157405,2968
-8.625483,41.157216,2971
-8.62515,41.157306,2971
-8.625096,41.156649,10812
-8.623377,41.155749,10799
-8.630352,41.157585,276251
-8.629911,41.157135,276255
-8.629776,41.157054,276256
-8.629137,41.157,276260
-8.628966,41.156991,276261
-8.628363,41.156694,80864
-8.627652,41.155776,127920
-8.628786,41.157018,263741
-8.62848,41.15772,225390
-8.628732,41.158458,278845
-8.632944,41.15997,52557
-8.631027,41.160195,142763
-8.630775,41.159925,142763
-8.630478,41.15952,156182
-8.630433,41.159439,156182
-8.630352,41.159358,156182
-8.630208,41.159151,156183
-8.629884,41.1588,156186
-8.630037,41.158521,276246
-8.630163,41.158476,276246
-8.630307,41.157972,276248
-8.630307,41.157603,276251
-8.62983,41.157045,276256
-8.62956,41.156307,2934
-8.627949,41.156415,80864
-8.628363,41.157261,274012
-8.628021,41.157729,274015
-8.628498,41.158755,134547
-8.628678,41.159871,148168
-8.632971,41.158458,164198
-8.630406,41.157981,276248
-8.629731,41.157045,276256
-8.628768,41.157009,276261
-8.628102,41.158161,274019
-8.626392,41.159052,2652
-8.624889,41.159745,2652
-8.624727,41.159808,2652
-8.627607,41.157612,2966
-8.627994,41.157693,276278
-8.628021,41.15799,274018
-8.62803,41.158071,274019
-8.629074,41.1588,250686
-8.629398,41.158818,250688
-8.629866,41.158683,276245
-8.630559,41.158224,231194
-8.630676,41.158314,231194
-8.632548,41.158449,288431
-8.633259,41.158638,128153
-8.627904,41.156064,80864
-8.628471,41.156838,80864
-8.628093,41.157234,276273
-8.627976,41.157684,276278
-8.627922,41.158161,276268
-8.62866,41.158746,134548
-8.628768,41.159178,148168
-8.624691,41.160105,229911
-8.624718,41.160015,276584
-8.624664,41.159601,208975
-8.623512,41.158575,208984
-8.632764,41.157999,259925
-8.632071,41.157342,259927
-8.631252,41.156802,10200
-8.63037,41.157279,10197
-8.63019,41.157342,10193
-8.629497,41.156946,276257
-8.627292,41.157621,2966
-8.625447,41.157153,2971
-8.625177,41.157252,2971
-8.625267,41.157378,2951
-8.625249,41.157675,2951
-8.625051,41.158134,3587
-8.625042,41.158305,3587
-8.627652,41.155722,127919
-8.6283,41.156667,80864
-8.628561,41.157171,274011
-8.628066,41.157684,274015
-8.628021,41.15817,274019
-8.62884,41.15889,148165
-8.630325,41.15925,156182
-8.629911,41.158773,156186
-8.630055,41.15853,276246
-8.630343,41.157927,276249
-8.629956,41.157252,250704
-8.628912,41.157072,274008
-8.627814,41.15601,80864
-8.630235,41.15745,276252
-8.630199,41.157378,276253
-8.629146,41.156964,276260
-8.628759,41.156991,276261
-8.628552,41.156937,80865
-8.627724,41.156028,80864
-8.624538,41.157198,2949
-8.626725,41.157576,2952
-8.627985,41.157882,276266
-8.628597,41.1588,134548
-8.629488,41.158836,276242
-8.629677,41.158782,276243
-8.630253,41.158152,276264
-8.63028,41.157558,276251
-8.630082,41.157306,276254
-8.629479,41.156838,208934
-8.629866,41.155767,2939
-8.623755,41.15709,80862
-8.625879,41.157396,2951
-8.627571,41.157639,2952
-8.627778,41.157702,2953
-8.627868,41.157738,2955
-8.628093,41.158026,274018
-8.62803,41.158143,274019
-8.628354,41.15853,274032
-8.629452,41.158719,225290
-8.629542,41.158755,250682
-8.630208,41.15826,276264
-8.630199,41.157477,276252
-8.629569,41.156919,276257
-8.629731,41.155956,2936
-8.624529,41.157198,2949
