Longitude,Latitude,Grid(Long-Lad size 0.00005),Grid2(Long-Lad size 0.0005),Grid3(Long-Lad size 0.0001),Grid4(Long-Lad size 0.001),Roadsegment
-8.628633,41.158791,109_64,11_7,55_32,6_4,134548
-8.628705,41.15961,108_81,11_9,54_41,6_5,148168
-8.628498,41.160141,112_91,12_10,56_46,6_5,148169
-8.628327,41.157549,115_39,12_4,58_20,6_2,250667
-8.628246,41.157603,117_40,12_4,59_20,6_2,250667
-8.628111,41.158467,120_58,12_6,60_29,6_3,134544
-8.62965,41.1588,89_64,9_7,45_32,5_4,276243
-8.630244,41.157774,77_44,8_5,39_22,4_3,250699
-8.629488,41.156964,92_28,10_3,46_14,5_2,208934
-8.62974,41.155893,87_6,9_1,44_3,5_1,2937
-8.623647,41.158827,209_65,21_7,105_33,11_4,208984
-8.624421,41.159268,193_74,20_8,97_37,10_4,208980
-8.624574,41.159574,190_80,19_8,95_40,10_4,208975
-8.624115,41.159988,200_88,20_9,100_44,10_5,208041
-8.624403,41.159925,194_87,20_9,97_44,10_5,208041
-8.628687,41.159844,108_85,11_9,54_43,6_5,136780
-8.628795,41.159502,106_78,11_8,53_39,6_4,136780
-8.628957,41.158998,103_68,11_7,52_34,6_4,136781
-8.629551,41.158836,91_65,10_7,46_33,5_4,276243
-8.630703,41.158251,68_53,7_6,34_27,4_3,288427
-8.632719,41.158602,28_60,3_6,14_30,2_3,288431
-8.633844,41.158782,5_64,1_7,3_32,1_4,288419
-8.624295,41.157126,196_31,20_4,98_16,10_2,2949
-8.625843,41.157405,165_36,17_4,83_18,9_2,2951
-8.626239,41.157477,157_38,16_4,79_19,8_2,2951
-8.626779,41.157558,146_40,15_4,73_20,8_2,2952
-8.626968,41.157567,143_40,15_4,72_20,8_2,2952
-8.627193,41.157603,138_40,14_4,69_20,7_2,2952
-8.627139,41.157729,139_43,14_5,70_22,7_3,2952
-8.627085,41.157855,140_45,14_5,70_23,7_3,2952
-8.627949,41.157846,123_45,13_5,62_23,7_3,2959
-8.628111,41.158323,120_55,12_6,60_28,6_3,276270
-8.629083,41.158809,100_65,10_7,50_33,5_4,276277
-8.629173,41.158863,98_66,10_7,49_33,5_4,276241
-8.629443,41.158863,93_66,10_7,47_33,5_4,276242
-8.629641,41.158818,89_65,9_7,45_33,5_4,276243
-8.630244,41.158314,77_55,8_6,39_28,4_3,276247
-8.630289,41.157675,76_42,8_5,38_21,4_3,276251
-8.630226,41.157486,77_38,8_4,39_19,4_2,276252
-8.630937,41.15709,63_30,7_3,32_15,4_2,10197
-8.631567,41.156928,51_27,6_3,26_14,3_2,259927
-8.632314,41.157612,36_41,4_5,18_21,2_3,259926
-8.6328,41.158116,26_51,3_6,13_26,2_3,131992
-8.632989,41.158278,22_54,3_6,11_27,2_3,131992
-8.633097,41.158431,20_57,2_6,10_29,1_3,259932
-8.633538,41.158728,11_63,2_7,6_32,1_4,288419
-8.629902,41.158683,84_62,9_7,42_31,5_4,156186
-8.630001,41.158494,82_58,9_6,41_29,5_3,250694
-8.630289,41.157792,76_44,8_5,38_22,4_3,250699
-8.629434,41.156712,93_23,10_3,47_12,5_2,208935
-8.624394,41.159907,194_87,20_9,97_44,10_5,208041
-8.62452,41.159889,191_86,20_9,96_43,10_5,208041
-8.624718,41.159646,188_81,19_9,94_41,10_5,208975
-8.623809,41.158737,206_63,21_7,103_32,11_4,208984
-8.623791,41.157585,206_40,21_4,103_20,11_2,53210
-8.624754,41.15718,187_32,19_4,94_16,10_2,12223
-8.625195,41.156433,178_17,18_2,89_9,9_1,10813
-8.626491,41.155893,152_6,16_1,76_3,8_1,53219
-8.623908,41.157099,204_30,21_3,102_15,11_2,80863
-8.626176,41.157495,158_38,16_4,79_19,8_2,2951
-8.62785,41.157765,125_44,13_5,63_22,7_3,2955
-8.627976,41.15817,122_52,13_6,61_26,7_3,276268
-8.628966,41.158872,103_66,11_7,52_33,6_4,276277
-8.629443,41.158845,93_65,10_7,47_33,5_4,276242
-8.62974,41.158737,87_63,9_7,44_32,5_4,276244
-8.630046,41.15853,81_59,9_6,41_30,5_3,276246
-8.630829,41.158251,65_53,7_6,33_27,4_3,288427
-8.633088,41.15862,20_61,2_7,10_31,1_4,288418
-8.628156,41.156604,119_20,12_2,60_10,6_1,80864
-8.628363,41.156865,115_26,12_3,58_13,6_2,80864
-8.628408,41.157072,114_30,12_3,57_15,6_2,276271
-8.627976,41.157639,122_41,13_5,61_21,7_3,276278
-8.628309,41.158494,116_58,12_6,58_29,6_3,134546
-8.628588,41.159862,110_86,11_9,55_43,6_5,148168
-8.633178,41.158602,18_60,2_6,9_30,1_3,288418
-8.632017,41.158404,42_56,5_6,21_28,3_3,288429
-8.630757,41.158251,67_53,7_6,34_27,4_3,288427
-8.630676,41.158359,68_56,7_6,34_28,4_3,288427
-8.630685,41.158449,68_57,7_6,34_29,4_3,288427
-8.630127,41.157828,79_45,8_5,40_23,4_3,276250
-8.630154,41.157144,79_31,8_4,40_16,4_2,276254
-8.629524,41.156946,91_27,10_3,46_14,5_2,276257
-8.627823,41.157333,125_35,13_4,63_18,7_2,276274
-8.627904,41.157522,124_39,13_4,62_20,7_2,2960
-8.62659,41.157459,150_38,15_4,75_19,8_2,2968
-8.624853,41.157099,185_30,19_3,93_15,10_2,10812
-8.625222,41.15583,177_5,18_1,89_3,9_1,10813
-8.630163,41.157576,79_40,8_4,40_20,4_2,276251
-8.630406,41.157216,74_33,8_4,37_17,4_2,10197
-8.631324,41.156829,55_25,6_3,28_13,3_2,10202
-8.632062,41.15727,41_34,5_4,21_17,3_2,259927
-8.632737,41.157999,27_48,3_5,14_24,2_3,259925
-8.633349,41.158521,15_59,2_6,8_30,1_3,164196
-8.63316,41.158809,19_65,2_7,10_33,1_4,52556
-8.632818,41.159853,26_85,3_9,13_43,2_5,52556
-8.627427,41.155668,133_2,14_1,67_1,7_1,80866
-8.627391,41.155749,134_3,14_1,67_2,7_1,289697
-8.627301,41.155839,136_5,14_1,68_3,7_1,289697
-8.627238,41.155911,137_7,14_1,69_4,7_1,289697
-8.62731,41.155848,136_5,14_1,68_3,7_1,289697
-8.627292,41.155956,136_8,14_1,68_4,7_1,289697
-8.626032,41.155632,161_1,17_1,81_1,9_1,53222
-8.62614,41.155641,159_1,16_1,80_1,8_1,53222
-8.626347,41.155857,155_6,16_1,78_3,8_1,273139
-8.627778,41.157504,126_38,13_4,63_19,7_2,2965
-8.627985,41.157621,122_41,13_5,61_21,7_3,276278
-8.628057,41.157846,121_45,13_5,61_23,7_3,274017
-8.628417,41.158602,114_60,12_6,57_30,6_3,134546
-8.628777,41.159304,106_74,11_8,53_37,6_4,148168
-8.627904,41.15772,124_43,13_5,62_22,7_3,276279
-8.628003,41.158143,122_51,13_6,61_26,7_3,276268
-8.627823,41.158521,125_59,13_6,63_30,7_3,2653
-8.626536,41.159115,151_71,16_8,76_36,8_4,2652
-8.624925,41.159808,183_85,19_9,92_43,10_5,2652
-8.624781,41.159934,186_87,19_9,93_44,10_5,2652
-8.628183,41.157279,118_34,12_4,59_17,6_2,276273
-8.628012,41.157531,122_39,13_4,61_20,7_2,276275
-8.627958,41.158053,123_49,13_5,62_25,7_3,276267
-8.627832,41.158296,125_54,13_6,63_27,7_3,2653
-8.625276,41.159484,176_78,18_8,88_39,9_4,2652
-8.625006,41.159772,182_84,19_9,91_42,10_5,2652
-8.624295,41.159889,196_86,20_9,98_43,10_5,208041
-8.623458,41.158593,213_60,22_6,107_30,11_3,208984
-8.624682,41.159619,188_81,19_9,94_41,10_5,208975
-8.624691,41.159709,188_83,19_9,94_42,10_5,208974
-8.624754,41.159835,187_85,19_9,94_43,10_5,208974
-8.63316,41.158854,19_65,2_7,10_33,1_4,52556
-8.632764,41.159988,27_88,3_9,14_44,2_5,52557
-8.633403,41.158584,14_60,2_6,7_30,1_3,164196
-8.632728,41.158044,27_49,3_5,14_25,2_3,259925
-8.631837,41.157045,45_29,5_3,23_15,3_2,259927
-8.631198,41.156712,58_23,6_3,29_12,3_2,10199
-8.630235,41.157234,77_33,8_4,39_17,4_2,10196
-8.629884,41.157063,84_30,9_3,42_15,5_2,276255
-8.629632,41.157027,89_29,9_3,45_15,5_2,276256
-8.629443,41.156982,93_28,10_3,47_14,5_2,276257
-8.628849,41.156973,105_28,11_3,53_14,6_2,276261
-8.628444,41.157126,113_31,12_4,57_16,6_2,276271
-8.628003,41.157558,122_40,13_4,61_20,7_2,276275
-8.626779,41.157531,146_39,15_4,73_20,8_2,2967
-8.625177,41.157216,178_33,18_4,89_17,9_2,2971
-8.624898,41.157225,184_33,19_4,92_17,10_2,128158
-8.624646,41.158089,189_50,19_5,95_25,10_3,3587
-8.624331,41.158962,195_68,20_7,98_34,10_4,3587
-8.624052,41.159115,201_71,21_8,101_36,11_4,16855
-8.62785,41.156208,125_13,13_2,63_7,7_1,80864
-8.628561,41.15709,111_30,12_3,56_15,6_2,189274
-8.628048,41.157603,121_40,13_4,61_20,7_2,274014
-8.628678,41.158755,108_63,11_7,54_32,6_4,134548
-8.630298,41.158233,76_53,8_6,38_27,4_3,276264
-8.630595,41.157171,70_32,7_4,35_16,4_2,10197
-8.631702,41.15691,48_27,5_3,24_14,3_2,259927
-8.632701,41.158008,28_49,3_5,14_25,2_3,259925
-8.633925,41.158719,3_63,1_7,2_32,1_4,164195
-8.62344,41.158521,213_59,22_6,107_30,11_3,208985
-8.624673,41.1597,188_82,19_9,94_41,10_5,208974
-8.624925,41.159853,183_85,19_9,92_43,10_5,2652
-8.624952,41.159781,183_84,19_9,92_42,10_5,2652
-8.628219,41.157558,118_40,12_4,59_20,6_2,250667
-8.628291,41.15763,116_41,12_5,58_21,6_3,250667
-8.627229,41.15772,137_43,14_5,69_22,7_3,2952
-8.626653,41.15754,149_39,15_4,75_20,8_2,2952
-8.626446,41.15745,153_37,16_4,77_19,8_2,2951
-8.626221,41.157432,157_37,16_4,79_19,8_2,2951
-8.626041,41.157441,161_37,17_4,81_19,9_2,2951
-8.6256,41.157306,170_35,17_4,85_18,9_2,2951
-8.625213,41.157216,178_33,18_4,89_17,9_2,2951
-8.625069,41.156649,181_21,18_3,91_11,10_2,10812
-8.623683,41.155605,208_0,21_0,104_0,11_0,10797
-8.623458,41.155722,213_3,22_1,107_2,11_1,10798
-8.624592,41.157153,190_31,19_4,95_16,10_2,2949
-8.627229,41.157621,137_41,14_5,69_21,7_3,2952
-8.628057,41.158179,121_52,13_6,61_26,7_3,276268
-8.629533,41.158836,91_65,10_7,46_33,5_4,276243
-8.630991,41.158305,62_54,7_6,31_27,4_3,288427
-8.633493,41.158719,12_63,2_7,6_32,1_4,288419
-8.62821,41.157684,118_42,12_5,59_21,6_3,225393
-8.628084,41.157999,120_48,12_5,60_24,6_3,225357
-8.628912,41.158908,104_67,11_7,52_34,6_4,148166
-8.628579,41.160132,110_91,11_10,55_46,6_5,148169
-8.633601,41.158719,10_63,1_7,5_32,1_4,288419
-8.632395,41.158485,34_58,4_6,17_29,2_3,288425
-8.63118,41.158242,58_53,6_6,29_27,3_3,288426
-8.630739,41.15817,67_52,7_6,34_26,4_3,288426
-8.630622,41.158143,69_51,7_6,35_26,4_3,288433
-8.629938,41.157252,83_33,9_4,42_17,5_2,250705
-8.62956,41.157108,91_31,10_4,46_16,5_2,250708
-8.628462,41.157207,113_33,12_4,57_17,6_2,276271
-8.62767,41.157675,128_42,13_5,64_21,7_3,2966
-8.625582,41.157351,170_35,17_4,85_18,9_2,2971
-8.62506,41.157225,181_33,19_4,91_17,10_2,2971
-8.625123,41.15628,179_14,18_2,90_7,9_1,10813
-8.630604,41.159592,70_80,7_8,35_40,4_4,156181
-8.629983,41.158872,82_66,9_7,41_33,5_4,156185
-8.630163,41.158242,79_53,8_6,40_27,4_3,250696
-8.629461,41.157,93_28,10_3,47_14,5_2,274004
-8.628849,41.156829,105_25,11_3,53_13,6_2,276261
-8.628255,41.156595,117_20,12_2,59_10,6_1,80864
-8.623197,41.156937,218_27,22_3,109_14,11_2,80862
-8.62497,41.157243,182_33,19_4,91_17,10_2,2951
-8.626743,41.157558,147_40,15_4,74_20,8_2,2952
-8.627958,41.157756,123_44,13_5,62_22,7_3,2956
-8.628183,41.158467,118_58,12_6,59_29,6_3,134545
-8.629335,41.15889,95_66,10_7,48_33,5_4,276242
-8.630145,41.158503,79_58,8_6,40_29,4_3,276246
-8.631666,41.158377,49_56,5_6,25_28,3_3,288427
-8.633889,41.158746,4_63,1_7,2_32,1_4,288419
-8.627967,41.156316,123_15,13_2,62_8,7_1,80864
-8.628174,41.156586,118_20,12_2,59_10,6_1,80864
-8.628345,41.156874,115_26,12_3,58_13,6_2,80864
-8.628066,41.157387,121_36,13_4,61_18,7_2,276274
-8.628048,41.157477,121_38,13_4,61_19,7_2,276274
-8.628021,41.158188,121_52,13_6,61_26,7_3,276268
-8.628876,41.15898,104_68,11_7,52_34,6_4,148167
-8.628822,41.159196,105_72,11_8,53_36,6_4,148168
-8.628795,41.159178,106_72,11_8,53_36,6_4,136780
-8.629101,41.15889,100_66,10_7,50_33,5_4,136783
-8.629749,41.158674,87_62,9_7,44_31,5_4,276244
-8.630307,41.158233,76_53,8_6,38_27,4_3,231189
-8.631549,41.158314,51_55,6_6,26_28,3_3,288427
-8.633421,41.15862,13_61,2_7,7_31,1_4,288419
-8.627616,41.157684,130_42,13_5,65_21,7_3,2952
-8.627715,41.157747,128_43,13_5,64_22,7_3,2952
-8.627877,41.157774,124_44,13_5,62_22,7_3,2956
-8.627949,41.158125,123_51,13_6,62_26,7_3,276268
-8.627976,41.158305,122_54,13_6,61_27,7_3,276269
-8.626572,41.159052,150_69,15_7,75_35,8_4,2652
-8.624952,41.159781,183_84,19_9,92_42,10_5,2652
-8.624844,41.159781,185_84,19_9,93_42,10_5,2652
-8.624268,41.159988,197_88,20_9,99_44,10_5,208041
-8.628363,41.156838,115_25,12_3,58_13,6_2,80864
-8.628507,41.156946,112_27,12_3,56_14,6_2,80865
-8.628057,41.157666,121_42,13_5,61_21,7_3,274015
-8.62812,41.158287,119_54,12_6,60_27,6_3,274020
-8.628759,41.159358,107_76,11_8,54_38,6_4,148168
-8.628084,41.15592,120_7,12_1,60_4,6_1,80846
-8.628633,41.156901,109_26,11_3,55_13,6_2,80865
-8.628597,41.157036,110_29,11_3,55_15,6_2,276263
-8.628066,41.157693,121_42,13_5,61_21,7_3,274015
-8.628048,41.157891,121_46,13_5,61_23,7_3,250670
-8.628885,41.158746,104_63,11_7,52_32,6_4,274028
-8.630154,41.158467,79_58,8_6,40_29,4_3,276246
-8.631621,41.15835,49_55,5_6,25_28,3_3,288427
-8.633682,41.158701,8_62,1_7,4_31,1_4,288419
-8.627661,41.157774,129_44,13_5,65_22,7_3,2952
-8.627913,41.157954,124_47,13_5,62_24,7_3,276267
-8.627922,41.158206,123_53,13_6,62_27,7_3,276268
-8.627985,41.158332,122_55,13_6,61_28,7_3,276269
-8.627571,41.15862,130_61,13_7,65_31,7_4,2653
-8.626293,41.159142,156_71,16_8,78_36,8_4,2652
-8.624574,41.15988,190_86,19_9,95_43,10_5,208041
-8.633151,41.158557,19_60,2_6,10_30,1_3,164198
-8.631135,41.158206,59_53,6_6,30_27,3_3,288426
-8.630874,41.15817,64_52,7_6,32_26,4_3,288426
-8.630298,41.157657,76_42,8_5,38_21,4_3,276251
-8.629704,41.157063,88_30,9_3,44_15,5_2,276256
-8.629155,41.156928,99_27,10_3,50_14,5_2,276260
-8.628552,41.156919,111_27,12_3,56_14,6_2,80865
-8.62749,41.155623,132_1,14_1,66_1,7_1,80866
-8.623485,41.157,212_28,22_3,106_14,11_2,80862
-8.623584,41.157045,210_29,21_3,105_15,11_2,80862
-8.624709,41.157234,188_33,19_4,94_17,10_2,2949
-8.625195,41.157333,178_35,18_4,89_18,9_2,2951
-8.630928,41.160168,63_92,7_10,32_46,4_5,142763
-8.630271,41.159286,76_74,8_8,38_37,4_4,156182
-8.630145,41.159115,79_71,8_8,40_36,4_4,156184
-8.629857,41.158701,85_62,9_7,43_31,5_4,156186
-8.629947,41.15862,83_61,9_7,42_31,5_4,276245
-8.630298,41.158035,76_49,8_5,38_25,4_3,276265
-8.629947,41.157234,83_33,9_4,42_17,5_2,276255
-8.629092,41.156982,100_28,10_3,50_14,5_2,276260
-8.62821,41.156622,118_21,12_3,59_11,6_2,80864
-8.627607,41.155938,130_7,13_1,65_4,7_1,80864
-8.628894,41.159133,104_71,11_8,52_36,6_4,136780
-8.629173,41.158845,98_65,10_7,49_33,5_4,276241
-8.629857,41.158494,85_58,9_6,43_29,5_3,276245
-8.63118,41.158287,58_54,6_6,29_27,3_3,288427
-8.632872,41.158674,24_62,3_7,12_31,2_4,288432
-8.628687,41.155875,108_6,11_1,54_3,6_1,254815
-8.629047,41.156514,101_19,11_2,51_10,6_1,254821
-8.629524,41.156523,91_19,10_2,46_10,5_1,2934
-8.629614,41.156361,90_16,9_2,45_8,5_1,2934
-8.629488,41.156352,92_15,10_2,46_8,5_1,2934
-8.630532,41.159592,71_80,8_8,36_40,4_4,156181
-8.629974,41.1588,82_64,9_7,41_32,5_4,156186
-8.630253,41.157594,77_40,8_4,39_20,4_2,276251
-8.631225,41.15682,57_25,6_3,29_13,3_2,10199
-8.632431,41.157738,33_43,4_5,17_22,2_3,259926
-8.633808,41.158782,6_64,1_7,3_32,1_4,288419
-8.627517,41.155749,132_3,14_1,66_2,7_1,80868
-8.628327,41.15664,115_21,12_3,58_11,6_2,80864
-8.628471,41.156838,112_25,12_3,56_13,6_2,80864
-8.628408,41.15709,114_30,12_3,57_15,6_2,276271
-8.628093,41.157459,120_38,12_4,60_19,6_2,276274
-8.628012,41.157738,122_43,13_5,61_22,7_3,276279
-8.62794,41.158017,123_49,13_5,62_25,7_3,276267
-8.628768,41.159052,107_69,11_7,54_35,6_4,148168
-8.628597,41.159817,110_85,11_9,55_43,6_5,148168
-8.628444,41.157333,113_35,12_4,57_18,6_2,274012
-8.628291,41.157423,116_37,12_4,58_19,6_2,274013
-8.628084,41.157594,120_40,12_4,60_20,6_2,274014
-8.627877,41.158314,124_55,13_6,62_28,7_3,276269
-8.626896,41.158926,144_67,15_7,72_34,8_4,2652
-8.625618,41.159538,170_79,17_8,85_40,9_4,2652
-8.625339,41.159565,175_80,18_8,88_40,9_4,2652
-8.624529,41.15988,191_86,20_9,96_43,10_5,208041
-8.630586,41.159592,70_80,7_8,35_40,4_4,156181
-8.629983,41.158836,82_65,9_7,41_33,5_4,156185
-8.630145,41.158413,79_57,8_6,40_29,4_3,276246
-8.630118,41.15736,80_36,8_4,40_18,4_2,276253
-8.629155,41.156991,99_28,10_3,50_14,5_2,276260
-8.628525,41.156946,111_27,12_3,56_14,6_2,80865
-8.627868,41.156163,125_12,13_2,63_6,7_1,80864
-8.628309,41.157315,116_35,12_4,58_18,6_2,274012
-8.627805,41.157675,126_42,13_5,63_21,7_3,2953
-8.625654,41.157459,169_38,17_4,85_19,9_2,2951
-8.625393,41.157378,174_36,18_4,87_18,9_2,2951
-8.624925,41.15691,183_27,19_3,92_14,10_2,10812
-8.625132,41.156172,179_12,18_2,90_6,9_1,10813
-8.624943,41.155731,183_3,19_1,92_2,10_1,11479
-8.623917,41.155668,204_2,21_1,102_1,11_1,10795
-8.623179,41.155803,218_4,22_1,109_2,11_1,10801
-8.628282,41.156577,116_20,12_2,58_10,6_1,80864
-8.628498,41.156784,112_24,12_3,56_12,6_2,80864
-8.62839,41.157144,114_31,12_4,57_16,6_2,276271
-8.628075,41.157387,120_36,12_4,60_18,6_2,276274
-8.627895,41.157612,124_41,13_5,62_21,7_3,276278
-8.628291,41.158611,116_61,12_7,58_31,6_4,134546
-8.628741,41.159295,107_74,11_8,54_37,6_4,148168
-8.628543,41.156658,111_22,12_3,56_11,6_2,80864
-8.62812,41.157117,119_31,12_4,60_16,6_2,276272
-8.628948,41.15808,103_50,11_5,52_25,6_3,189286
-8.628489,41.160015,112_89,12_9,56_45,6_5,148169
-8.627733,41.157666,127_42,13_5,64_21,7_3,2966
-8.627868,41.157702,125_42,13_5,63_21,7_3,276278
-8.625096,41.159493,180_78,18_8,90_39,9_4,2652
-8.624529,41.159835,191_85,20_9,96_43,10_5,208041
-8.623602,41.157018,210_29,21_3,105_15,11_2,80862
-8.62479,41.157243,186_33,19_4,93_17,10_2,2950
-8.625735,41.15736,167_36,17_4,84_18,9_2,2951
-8.625825,41.157423,165_37,17_4,83_19,9_2,2951
-8.626095,41.157459,160_38,16_4,80_19,8_2,2951
-8.626185,41.157495,158_38,16_4,79_19,8_2,2951
-8.626401,41.157522,154_39,16_4,77_20,8_2,2951
-8.626698,41.157558,148_40,15_4,74_20,8_2,2952
-8.626806,41.157549,146_39,15_4,73_20,8_2,2952
-8.627796,41.157747,126_43,13_5,63_22,7_3,2954
-8.628066,41.158008,121_49,13_5,61_25,7_3,276267
-8.628336,41.158665,115_62,12_7,58_31,6_4,134546
-8.628741,41.158818,107_65,11_7,54_33,6_4,134549
-8.630055,41.158521,81_59,9_6,41_30,5_3,276246
-8.630487,41.158206,72_53,8_6,36_27,4_3,231194
-8.631954,41.15844,43_57,5_6,22_29,3_3,288429
-8.63334,41.15871,15_63,2_7,8_32,1_4,288419
-8.633988,41.158773,2_64,1_7,1_32,1_4,288419
-8.624556,41.157162,191_32,20_4,96_16,10_2,2949
-8.626752,41.157585,147_40,15_4,74_20,8_2,2952
-8.627958,41.157837,123_45,13_5,62_23,7_3,2958
-8.628453,41.158557,113_60,12_6,57_30,6_3,278838
-8.628984,41.158836,102_65,11_7,51_33,6_4,250685
-8.629443,41.158773,93_64,10_7,47_32,5_4,250688
-8.630037,41.158539,81_59,9_6,41_30,5_3,276246
-8.630343,41.158026,75_49,8_5,38_25,4_3,276265
-8.630289,41.157459,76_38,8_4,38_19,4_2,276252
-8.630712,41.157216,68_33,7_4,34_17,4_2,10197
-8.631423,41.157,53_28,6_3,27_14,3_2,259927
-8.632656,41.158062,29_50,3_5,15_25,2_3,259925
-8.63298,41.158395,22_56,3_6,11_28,2_3,259929
-8.633142,41.15853,19_59,2_6,10_30,1_3,259934
-8.627616,41.155929,130_7,13_1,65_4,7_1,80864
-8.628408,41.156919,114_27,12_3,57_14,6_2,80864
-8.628453,41.157036,113_29,12_3,57_15,6_2,276271
-8.627985,41.157684,122_42,13_5,61_21,7_3,276278
-8.628165,41.158458,119_58,12_6,60_29,6_3,134544
-8.628714,41.158872,108_66,11_7,54_33,6_4,134549
-8.630163,41.158386,79_56,8_6,40_28,4_3,276247
-8.63028,41.15826,76_54,8_6,38_27,4_3,231188
-8.628327,41.157351,115_35,12_4,58_18,6_2,274012
-8.628192,41.157504,118_38,12_4,59_19,6_2,274013
-8.62695,41.15754,143_39,15_4,72_20,8_2,2967
-8.625645,41.157315,169_35,17_4,85_18,9_2,2971
-8.625105,41.157189,180_32,18_4,90_16,9_2,2971
-8.625204,41.156271,178_14,18_2,89_7,9_1,10813
-8.624709,41.160159,188_92,19_10,94_46,10_5,229911
-8.624574,41.159223,190_73,19_8,95_37,10_4,208980
-8.623242,41.15844,217_57,22_6,109_29,11_3,208986
-8.627904,41.15565,124_1,13_1,62_1,7_1,80870
-8.628246,41.156586,117_20,12_2,59_10,6_1,80864
-8.628507,41.156946,112_27,12_3,56_14,6_2,80865
-8.62812,41.157486,119_38,12_4,60_19,6_2,274013
-8.628228,41.158278,117_54,12_6,59_27,6_3,250672
-8.628768,41.159502,107_78,11_8,54_39,6_4,148168
-8.623719,41.158782,208_64,21_7,104_32,11_4,208984
-8.62461,41.159682,190_82,19_9,95_41,10_5,208975
-8.624646,41.159835,189_85,19_9,95_43,10_5,208974
-8.624781,41.160033,186_89,19_9,93_45,10_5,276584
-8.623962,41.158827,203_65,21_7,102_33,11_4,208983
-8.628255,41.15763,117_41,12_5,59_21,6_3,250667
-8.628237,41.157558,117_40,12_4,59_20,6_2,250667
-8.628021,41.158125,121_51,13_6,61_26,7_3,274019
-8.627229,41.158836,137_65,14_7,69_33,7_4,2652
-8.625366,41.159628,175_81,18_9,88_41,9_5,2652
-8.624952,41.159781,183_84,19_9,92_42,10_5,2652
-8.624565,41.159889,191_86,20_9,96_43,10_5,208041
-8.627787,41.156118,126_11,13_2,63_6,7_1,80864
-8.628417,41.156919,114_27,12_3,57_14,6_2,80864
-8.628273,41.157306,116_35,12_4,58_18,6_2,276273
-8.627913,41.157828,124_45,13_5,62_23,7_3,276280
-8.628705,41.158845,108_65,11_7,54_33,6_4,134548
-8.630271,41.158323,76_55,8_6,38_28,4_3,276247
-8.63244,41.158539,33_59,4_6,17_30,2_3,288431
-8.627931,41.157639,123_41,13_5,62_21,7_3,276278
-8.627742,41.157792,127_44,13_5,64_22,7_3,276280
-8.628039,41.157855,121_45,13_5,61_23,7_3,274017
-8.628048,41.157963,121_48,13_5,61_24,7_3,274018
-8.628057,41.158143,121_51,13_6,61_26,7_3,274019
-8.628939,41.158809,103_65,11_7,52_33,6_4,276276
-8.629488,41.158845,92_65,10_7,46_33,5_4,276242
-8.630217,41.158314,78_55,8_6,39_28,4_3,276247
-8.631612,41.158377,50_56,5_6,25_28,3_3,288427
-8.633592,41.158701,10_62,1_7,5_31,1_4,288419
-8.628426,41.155659,113_2,12_1,57_1,6_1,83171
-8.628885,41.156415,104_17,11_2,52_9,6_1,254819
-8.629272,41.156622,96_21,10_3,48_11,5_2,254821
-8.629542,41.15646,91_18,10_2,46_9,5_1,2934
-8.629623,41.156352,89_15,9_2,45_8,5_1,2934
-8.62776,41.155875,127_6,13_1,64_3,7_1,80864
-8.628228,41.156721,117_23,12_3,59_12,6_2,80864
-8.628111,41.157729,120_43,12_5,60_22,6_3,274015
-8.628624,41.158845,109_65,11_7,55_33,6_4,134548
-8.631045,41.160159,61_92,7_10,31_46,4_5,142763
-8.631126,41.160069,59_90,6_9,30_45,3_5,142763
-8.631207,41.160015,58_89,6_9,29_45,3_5,142763
-8.627679,41.155794,128_4,13_1,64_2,7_1,80864
-8.628579,41.156874,110_26,11_3,55_13,6_2,80865
-8.628156,41.157477,119_38,12_4,60_19,6_2,274013
-8.628255,41.157882,117_46,12_5,59_23,6_3,250669
-8.628246,41.158494,117_58,12_6,59_29,6_3,134545
-8.623935,41.158827,203_65,21_7,102_33,11_4,208983
-8.624691,41.159754,188_83,19_9,94_42,10_5,208974
-8.627418,41.155614,134_1,14_1,67_1,7_1,289720
-8.628147,41.156676,119_22,12_3,60_11,6_2,80864
-8.628354,41.156865,115_26,12_3,58_13,6_2,80864
-8.628084,41.15745,120_37,12_4,60_19,6_2,276274
-8.628021,41.157558,121_40,13_4,61_20,7_2,276275
-8.628012,41.158035,122_49,13_5,61_25,7_3,276267
-8.628768,41.159043,107_69,11_7,54_35,6_4,148168
-8.630109,41.158935,80_67,8_7,40_34,4_4,156185
-8.62992,41.158665,83_62,9_7,42_31,5_4,156186
-8.630199,41.158035,78_49,8_5,39_25,4_3,250697
-8.629506,41.157036,92_29,10_3,46_15,5_2,274004
-8.62839,41.156757,114_24,12_3,57_12,6_2,80864
-8.629992,41.15736,82_36,9_4,41_18,5_2,250704
-8.629866,41.157216,85_33,9_4,43_17,5_2,250705
-8.628552,41.157036,111_29,12_3,56_15,6_2,80865
-8.627868,41.156127,125_11,13_2,63_6,7_1,80864
-8.627814,41.155992,126_8,13_1,63_4,7_1,80864
-8.628651,41.160168,109_92,11_10,55_46,6_5,136779
-8.628975,41.159124,102_71,11_8,51_36,6_4,136780
-8.629236,41.158881,97_66,10_7,49_33,5_4,276241
-8.629452,41.158818,93_65,10_7,47_33,5_4,276242
-8.630343,41.157621,75_41,8_5,38_21,4_3,276251
-8.629344,41.156973,95_28,10_3,48_14,5_2,276258
